Student Name,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Avg Tamil,Avg English,Avg Maths,Avg Science,Avg Social,Max Avg,Max Sub,Outcome
Student 1190,84,83,86,97,81,84,83,86,97,81,84,83,86,97,81,84,83,86,97,81,84,83,86,97,81,84,83,86,97,81,84,83,86,97,81,84,83,86,97,81,84,83,86,97,81,84,83,86,97,81,84.6,85.2,84.7,96.5,82.7,96.5,Science,Medical
Student 1191,87,82,87,82,84,87,82,87,82,84,87,82,87,82,84,87,82,87,82,84,87,82,87,82,84,87,82,87,82,84,87,82,87,82,84,87,82,87,82,84,87,82,87,82,84,87,82,87,82,84,83.5,83.5,84.2,84.3,83.8,84.3,Science,Medical
Student 1192,83,81,86,83,88,83,81,86,83,88,83,81,86,83,88,83,81,86,83,88,83,81,86,83,88,83,81,86,83,88,83,81,86,83,88,83,81,86,83,88,83,81,86,83,88,83,81,86,83,88,83.1,83.4,84.5,86.1,85.2,86.1,Science,Medical
Student 1193,87,88,82,84,86,87,88,82,84,86,87,88,82,84,86,87,88,82,84,86,87,88,82,84,86,87,88,82,84,86,87,88,82,84,86,87,88,82,84,86,87,88,82,84,86,87,88,82,84,86,85.6,84.5,84.5,85.7,84.0,85.7,Science,Medical
Student 1194,88,87,86,84,84,88,87,86,84,84,88,87,86,84,84,88,87,86,84,84,88,87,86,84,84,88,87,86,84,84,88,87,86,84,84,88,87,86,84,84,88,87,86,84,84,88,87,86,84,84,83.6,85.0,84.5,83.5,84.1,85.0,English,Arts
Student 1195,80,86,80,85,81,80,86,80,85,81,80,86,80,85,81,80,86,80,85,81,80,86,80,85,81,80,86,80,85,81,80,86,80,85,81,80,86,80,85,81,80,86,80,85,81,80,86,80,85,81,83.0,84.1,84.8,83.1,83.2,84.8,Maths,Engineering
Student 1196,87,85,83,88,84,87,85,83,88,84,87,85,83,88,84,87,85,83,88,84,87,85,83,88,84,87,85,83,88,84,87,85,83,88,84,87,85,83,88,84,87,85,83,88,84,87,85,83,88,84,84.7,84.1,83.5,83.1,83.8,84.7,Tamil,BA
Student 1197,86,83,88,87,88,86,83,88,87,88,86,83,88,87,88,86,83,88,87,88,86,83,88,87,88,86,83,88,87,88,86,83,88,87,88,86,83,88,87,88,86,83,88,87,88,86,83,88,87,88,85.0,82.7,84.8,84.2,83.7,85.0,Tamil,BA
Student 1198,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,88,83,81,86,84,83.6,83.4,84.7,83.9,82.0,84.7,Maths,Engineering
Student 1199,83,82,92,86,82,83,82,92,86,82,83,82,92,86,82,83,82,92,86,82,83,82,92,86,82,83,82,92,86,82,83,82,92,86,82,83,82,92,86,82,83,82,92,86,82,83,82,92,86,82,84.7,83.7,90.9,82.7,82.0,90.9,Maths,Engineering
Student 1200,80,81,83,99,88,80,81,83,99,88,80,81,83,99,88,80,81,83,99,88,80,81,83,99,88,80,81,83,99,88,80,81,83,99,88,80,81,83,99,88,80,81,83,99,88,80,81,83,99,88,84.7,83.7,84.1,96.7,84.7,96.7,Science,Medical
Student 1201,80,84,86,82,80,80,84,86,82,80,80,84,86,82,80,80,84,86,82,80,80,84,86,82,80,80,84,86,82,80,80,84,86,82,80,80,84,86,82,80,80,84,86,82,80,80,84,86,82,80,84.6,84.0,84.2,83.2,84.2,84.6,Tamil,BA
Student 1202,87,83,81,82,82,87,83,81,82,82,87,83,81,82,82,87,83,81,82,82,87,83,81,82,82,87,83,81,82,82,87,83,81,82,82,87,83,81,82,82,87,83,81,82,82,87,83,81,82,82,84.2,84.3,84.9,82.8,83.7,84.9,Maths,Engineering
Student 1203,82,80,81,85,82,82,80,81,85,82,82,80,81,85,82,82,80,81,85,82,82,80,81,85,82,82,80,81,85,82,82,80,81,85,82,82,80,81,85,82,82,80,81,85,82,82,80,81,85,82,82.8,84.2,82.3,83.5,84.4,84.4,Social,Commerce
Student 1204,80,82,88,87,80,80,82,88,87,80,80,82,88,87,80,80,82,88,87,80,80,82,88,87,80,80,82,88,87,80,80,82,88,87,80,80,82,88,87,80,80,82,88,87,80,80,82,88,87,80,84.2,85.7,84.1,84.1,83.4,85.7,English,Arts
Student 1205,88,80,87,81,80,88,80,87,81,80,88,80,87,81,80,88,80,87,81,80,88,80,87,81,80,88,80,87,81,80,88,80,87,81,80,88,80,87,81,80,88,80,87,81,80,88,80,87,81,80,84.8,83.3,84.5,83.9,83.5,84.8,Tamil,BA
Student 1206,80,81,85,85,80,80,81,85,85,80,80,81,85,85,80,80,81,85,85,80,80,81,85,85,80,80,81,85,85,80,80,81,85,85,80,80,81,85,85,80,80,81,85,85,80,80,81,85,85,80,83.2,83.0,83.4,84.6,84.6,84.6,Science,Medical
Student 1207,86,85,88,83,81,86,85,88,83,81,86,85,88,83,81,86,85,88,83,81,86,85,88,83,81,86,85,88,83,81,86,85,88,83,81,86,85,88,83,81,86,85,88,83,81,86,85,88,83,81,84.7,84.6,84.7,84.9,83.9,84.9,Science,Medical
Student 1208,87,85,82,86,88,87,85,82,86,88,87,85,82,86,88,87,85,82,86,88,87,85,82,86,88,87,85,82,86,88,87,85,82,86,88,87,85,82,86,88,87,85,82,86,88,87,85,82,86,88,83.9,84.1,84.7,85.1,84.7,85.1,Science,Medical
Student 1209,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84.9,84.4,83.5,83.3,84.4,84.9,Tamil,BA
Student 1210,87,82,91,98,83,87,82,91,98,83,87,82,91,98,83,87,82,91,98,83,87,82,91,98,83,87,82,91,98,83,87,82,91,98,83,87,82,91,98,83,87,82,91,98,83,87,82,91,98,83,84.1,84.1,91.6,97.8,83.9,97.8,Science,Medical
Student 1211,80,82,86,86,85,80,82,86,86,85,80,82,86,86,85,80,82,86,86,85,80,82,86,86,85,80,82,86,86,85,80,82,86,86,85,80,82,86,86,85,80,82,86,86,85,80,82,86,86,85,84.0,83.8,84.0,84.9,84.9,84.9,Science,Medical
Student 1212,80,81,81,87,86,80,81,81,87,86,80,81,81,87,86,80,81,81,87,86,80,81,81,87,86,80,81,81,87,86,80,81,81,87,86,80,81,81,87,86,80,81,81,87,86,80,81,81,87,86,84.9,83.8,82.9,85.4,83.0,85.4,Science,Medical
Student 1213,83,83,85,88,80,83,83,85,88,80,83,83,85,88,80,83,83,85,88,80,83,83,85,88,80,83,83,85,88,80,83,83,85,88,80,83,83,85,88,80,83,83,85,88,80,83,83,85,88,80,84.1,83.7,84.1,82.4,82.6,84.1,Tamil,BA
Student 1214,86,83,88,88,86,86,83,88,88,86,86,83,88,88,86,86,83,88,88,86,86,83,88,88,86,86,83,88,88,86,86,83,88,88,86,86,83,88,88,86,86,83,88,88,86,86,83,88,88,86,83.6,84.7,83.8,83.2,84.3,84.7,English,Arts
Student 1215,81,84,87,85,83,81,84,87,85,83,81,84,87,85,83,81,84,87,85,83,81,84,87,85,83,81,84,87,85,83,81,84,87,85,83,81,84,87,85,83,81,84,87,85,83,81,84,87,85,83,83.7,83.6,83.9,83.8,84.0,84.0,Social,Commerce
Student 1216,82,80,80,84,82,82,80,80,84,82,82,80,80,84,82,82,80,80,84,82,82,80,80,84,82,82,80,80,84,82,82,80,80,84,82,82,80,80,84,82,82,80,80,84,82,82,80,80,84,82,83.6,83.6,82.2,84.8,85.3,85.3,Social,Commerce
Student 1217,86,88,85,81,82,86,88,85,81,82,86,88,85,81,82,86,88,85,81,82,86,88,85,81,82,86,88,85,81,82,86,88,85,81,82,86,88,85,81,82,86,88,85,81,82,86,88,85,81,82,85.6,85.4,84.7,84.0,83.3,85.6,Tamil,BA
Student 1218,84,83,81,80,85,84,83,81,80,85,84,83,81,80,85,84,83,81,80,85,84,83,81,80,85,84,83,81,80,85,84,83,81,80,85,84,83,81,80,85,84,83,81,80,85,84,83,81,80,85,84.3,83.7,83.8,83.5,84.0,84.3,Tamil,BA
Student 1219,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,84.6,84.5,83.5,83.1,83.5,84.6,Tamil,BA
Student 1220,85,88,81,95,84,85,88,81,95,84,85,88,81,95,84,85,88,81,95,84,85,88,81,95,84,85,88,81,95,84,85,88,81,95,84,85,88,81,95,84,85,88,81,95,84,85,88,81,95,84,84.6,84.8,84.4,97.3,82.9,97.3,Science,Medical
Student 1221,81,87,91,83,87,81,87,91,83,87,81,87,91,83,87,81,87,91,83,87,81,87,91,83,87,81,87,91,83,87,81,87,91,83,87,81,87,91,83,87,81,87,91,83,87,81,87,91,83,87,83.7,84.9,91.2,84.2,82.8,91.2,Maths,Engineering
Student 1222,84,85,81,82,83,84,85,81,82,83,84,85,81,82,83,84,85,81,82,83,84,85,81,82,83,84,85,81,82,83,84,85,81,82,83,84,85,81,82,83,84,85,81,82,83,84,85,81,82,83,82.5,84.8,83.3,83.8,84.1,84.8,English,Arts
Student 1223,80,82,83,87,83,80,82,83,87,83,80,82,83,87,83,80,82,83,87,83,80,82,83,87,83,80,82,83,87,83,80,82,83,87,83,80,82,83,87,83,80,82,83,87,83,80,82,83,87,83,84.4,83.4,84.4,84.8,83.4,84.8,Science,Medical
Student 1224,86,83,88,80,88,86,83,88,80,88,86,83,88,80,88,86,83,88,80,88,86,83,88,80,88,86,83,88,80,88,86,83,88,80,88,86,83,88,80,88,86,83,88,80,88,86,83,88,80,88,84.7,84.2,83.2,84.0,83.8,84.7,Tamil,BA
Student 1225,85,82,84,88,87,85,82,84,88,87,85,82,84,88,87,85,82,84,88,87,85,82,84,88,87,85,82,84,88,87,85,82,84,88,87,85,82,84,88,87,85,82,84,88,87,85,82,84,88,87,85.4,83.0,83.0,83.5,83.6,85.4,Tamil,BA
Student 1226,80,87,86,83,88,80,87,86,83,88,80,87,86,83,88,80,87,86,83,88,80,87,86,83,88,80,87,86,83,88,80,87,86,83,88,80,87,86,83,88,80,87,86,83,88,80,87,86,83,88,83.5,85.0,85.6,83.0,85.0,85.6,Maths,Engineering
Student 1227,80,83,85,86,86,80,83,85,86,86,80,83,85,86,86,80,83,85,86,86,80,83,85,86,86,80,83,85,86,86,80,83,85,86,86,80,83,85,86,86,80,83,85,86,86,80,83,85,86,86,84.0,83.2,85.4,83.7,84.7,85.4,Maths,Engineering
Student 1228,82,86,80,86,87,82,86,80,86,87,82,86,80,86,87,82,86,80,86,87,82,86,80,86,87,82,86,80,86,87,82,86,80,86,87,82,86,80,86,87,82,86,80,86,87,82,86,80,86,87,83.4,84.5,84.0,84.7,83.3,84.7,Science,Medical
Student 1229,84,86,88,80,81,84,86,88,80,81,84,86,88,80,81,84,86,88,80,81,84,86,88,80,81,84,86,88,80,81,84,86,88,80,81,84,86,88,80,81,84,86,88,80,81,84,86,88,80,81,83.2,85.5,85.7,82.1,84.0,85.7,Maths,Engineering
Student 1230,82,86,88,95,82,82,86,88,95,82,82,86,88,95,82,82,86,88,95,82,82,86,88,95,82,82,86,88,95,82,82,86,88,95,82,82,86,88,95,82,82,86,88,95,82,82,86,88,95,82,83.2,82.9,85.1,97.5,83.9,97.5,Science,Medical
Student 1231,81,86,82,88,84,81,86,82,88,84,81,86,82,88,84,81,86,82,88,84,81,86,82,88,84,81,86,82,88,84,81,86,82,88,84,81,86,82,88,84,81,86,82,88,84,81,86,82,88,84,84.7,84.8,84.1,84.5,84.6,84.8,English,Arts
Student 1232,83,80,91,85,84,83,80,91,85,84,83,80,91,85,84,83,80,91,85,84,83,80,91,85,84,83,80,91,85,84,83,80,91,85,84,83,80,91,85,84,83,80,91,85,84,83,80,91,85,84,83.2,83.4,91.3,83.7,83.9,91.3,Maths,Engineering
Student 1233,80,82,81,85,81,80,82,81,85,81,80,82,81,85,81,80,82,81,85,81,80,82,81,85,81,80,82,81,85,81,80,82,81,85,81,80,82,81,85,81,80,82,81,85,81,80,82,81,85,81,83.7,83.4,83.3,85.5,83.7,85.5,Science,Medical
Student 1234,81,84,84,88,88,81,84,84,88,88,81,84,84,88,88,81,84,84,88,88,81,84,84,88,88,81,84,84,88,88,81,84,84,88,88,81,84,84,88,88,81,84,84,88,88,81,84,84,88,88,82.9,86.2,85.6,85.0,84.4,86.2,English,Arts
Student 1235,87,82,85,81,86,87,82,85,81,86,87,82,85,81,86,87,82,85,81,86,87,82,85,81,86,87,82,85,81,86,87,82,85,81,86,87,82,85,81,86,87,82,85,81,86,87,82,85,81,86,83.2,83.2,84.8,83.6,84.4,84.8,Maths,Engineering
Student 1236,85,85,80,87,84,85,85,80,87,84,85,85,80,87,84,85,85,80,87,84,85,85,80,87,84,85,85,80,87,84,85,85,80,87,84,85,85,80,87,84,85,85,80,87,84,85,85,80,87,84,84.6,82.9,83.4,83.8,83.9,84.6,Tamil,BA
Student 1237,85,80,83,84,86,85,80,83,84,86,85,80,83,84,86,85,80,83,84,86,85,80,83,84,86,85,80,83,84,86,85,80,83,84,86,85,80,83,84,86,85,80,83,84,86,85,80,83,84,86,84.0,83.7,83.6,84.6,85.0,85.0,Social,Commerce
Student 1238,87,85,86,83,83,87,85,86,83,83,87,85,86,83,83,87,85,86,83,83,87,85,86,83,83,87,85,86,83,83,87,85,86,83,83,87,85,86,83,83,87,85,86,83,83,87,85,86,83,83,84.9,83.6,85.2,83.0,82.6,85.2,Maths,Engineering
Student 1239,81,85,82,82,81,81,85,82,82,81,81,85,82,82,81,81,85,82,82,81,81,85,82,82,81,81,85,82,82,81,81,85,82,82,81,81,85,82,82,81,81,85,82,82,81,81,85,82,82,81,83.2,84.0,83.4,81.7,82.8,84.0,English,Arts
Student 1240,82,80,82,97,81,82,80,82,97,81,82,80,82,97,81,82,80,82,97,81,82,80,82,97,81,82,80,82,97,81,82,80,82,97,81,82,80,82,97,81,82,80,82,97,81,82,80,82,97,81,83.9,84.1,83.9,96.4,83.9,96.4,Science,Medical
Student 1241,83,85,84,83,85,83,85,84,83,85,83,85,84,83,85,83,85,84,83,85,83,85,84,83,85,83,85,84,83,85,83,85,84,83,85,83,85,84,83,85,83,85,84,83,85,83,85,84,83,85,83.4,83.1,83.5,83.3,85.7,85.7,Social,Commerce
Student 1242,87,80,88,80,86,87,80,88,80,86,87,80,88,80,86,87,80,88,80,86,87,80,88,80,86,87,80,88,80,86,87,80,88,80,86,87,80,88,80,86,87,80,88,80,86,87,80,88,80,86,85.0,82.7,85.2,84.8,84.3,85.2,Maths,Engineering
Student 1243,86,87,92,88,86,86,87,92,88,86,86,87,92,88,86,86,87,92,88,86,86,87,92,88,86,86,87,92,88,86,86,87,92,88,86,86,87,92,88,86,86,87,92,88,86,86,87,92,88,86,84.4,84.2,91.4,84.0,85.8,91.4,Maths,Engineering
Student 1244,81,86,80,82,80,81,86,80,82,80,81,86,80,82,80,81,86,80,82,80,81,86,80,82,80,81,86,80,82,80,81,86,80,82,80,81,86,80,82,80,81,86,80,82,80,81,86,80,82,80,84.0,83.7,85.1,83.8,84.4,85.1,Maths,Engineering
Student 1245,88,87,83,88,82,88,87,83,88,82,88,87,83,88,82,88,87,83,88,82,88,87,83,88,82,88,87,83,88,82,88,87,83,88,82,88,87,83,88,82,88,87,83,88,82,88,87,83,88,82,84.5,84.0,84.0,85.1,82.5,85.1,Science,Medical
Student 1246,85,81,86,85,80,85,81,86,85,80,85,81,86,85,80,85,81,86,85,80,85,81,86,85,80,85,81,86,85,80,85,81,86,85,80,85,81,86,85,80,85,81,86,85,80,85,81,86,85,80,85.6,83.5,85.1,84.6,83.5,85.6,Tamil,BA
Student 1247,87,86,80,80,84,87,86,80,80,84,87,86,80,80,84,87,86,80,80,84,87,86,80,80,84,87,86,80,80,84,87,86,80,80,84,87,86,80,80,84,87,86,80,80,84,87,86,80,80,84,84.1,83.5,83.0,83.0,84.0,84.1,Tamil,BA
Student 1248,88,87,87,87,88,88,87,87,87,88,88,87,87,87,88,88,87,87,87,88,88,87,87,87,88,88,87,87,87,88,88,87,87,87,88,88,87,87,87,88,88,87,87,87,88,88,87,87,87,88,84.4,84.8,84.7,83.4,84.4,84.8,English,Arts
Student 1249,88,81,81,82,86,88,81,81,82,86,88,81,81,82,86,88,81,81,82,86,88,81,81,82,86,88,81,81,82,86,88,81,81,82,86,88,81,81,82,86,88,81,81,82,86,88,81,81,82,86,84.4,83.8,82.4,83.4,85.0,85.0,Social,Commerce
Student 1250,82,84,81,95,88,82,84,81,95,88,82,84,81,95,88,82,84,81,95,88,82,84,81,95,88,82,84,81,95,88,82,84,81,95,88,82,84,81,95,88,82,84,81,95,88,82,84,81,95,88,82.7,84.5,83.8,96.9,84.6,96.9,Science,Medical
Student 1251,81,87,87,84,86,81,87,87,84,86,81,87,87,84,86,81,87,87,84,86,81,87,87,84,86,81,87,87,84,86,81,87,87,84,86,81,87,87,84,86,81,87,87,84,86,81,87,87,84,86,84.9,85.2,85.4,83.5,83.7,85.4,Maths,Engineering
Student 1252,85,82,80,88,80,85,82,80,88,80,85,82,80,88,80,85,82,80,88,80,85,82,80,88,80,85,82,80,88,80,85,82,80,88,80,85,82,80,88,80,85,82,80,88,80,85,82,80,88,80,83.8,83.9,82.2,85.2,84.1,85.2,Science,Medical
Student 1253,88,85,86,86,86,88,85,86,86,86,88,85,86,86,86,88,85,86,86,86,88,85,86,86,86,88,85,86,86,86,88,85,86,86,86,88,85,86,86,86,88,85,86,86,86,88,85,86,86,86,85.1,83.8,84.0,83.7,85.1,85.1,Tamil,BA
Student 1254,84,82,92,84,84,84,82,92,84,84,84,82,92,84,84,84,82,92,84,84,84,82,92,84,84,84,82,92,84,84,84,82,92,84,84,84,82,92,84,84,84,82,92,84,84,84,82,92,84,84,83.7,83.8,91.1,85.3,84.6,91.1,Maths,Engineering
Student 1255,88,86,86,83,81,88,86,86,83,81,88,86,86,83,81,88,86,86,83,81,88,86,86,83,81,88,86,86,83,81,88,86,86,83,81,88,86,86,83,81,88,86,86,83,81,88,86,86,83,81,84.8,83.2,84.7,85.6,83.6,85.6,Science,Medical
Student 1256,82,88,86,83,81,82,88,86,83,81,82,88,86,83,81,82,88,86,83,81,82,88,86,83,81,82,88,86,83,81,82,88,86,83,81,82,88,86,83,81,82,88,86,83,81,82,88,86,83,81,84.2,83.2,82.8,83.7,83.4,84.2,Tamil,BA
Student 1257,81,82,87,87,86,81,82,87,87,86,81,82,87,87,86,81,82,87,87,86,81,82,87,87,86,81,82,87,87,86,81,82,87,87,86,81,82,87,87,86,81,82,87,87,86,81,82,87,87,86,83.9,84.0,84.2,82.4,85.8,85.8,Social,Commerce
Student 1258,81,81,84,85,81,81,81,84,85,81,81,81,84,85,81,81,81,84,85,81,81,81,84,85,81,81,81,84,85,81,81,81,84,85,81,81,81,84,85,81,81,81,84,85,81,81,81,84,85,81,84.4,84.6,82.6,83.5,84.4,84.6,English,Arts
Student 1259,88,88,83,82,81,88,88,83,82,81,88,88,83,82,81,88,88,83,82,81,88,88,83,82,81,88,88,83,82,81,88,88,83,82,81,88,88,83,82,81,88,88,83,82,81,88,88,83,82,81,83.8,83.9,83.3,84.4,84.3,84.4,Science,Medical
Student 1260,84,87,88,97,82,84,87,88,97,82,84,87,88,97,82,84,87,88,97,82,84,87,88,97,82,84,87,88,97,82,84,87,88,97,82,84,87,88,97,82,84,87,88,97,82,84,87,88,97,82,82.9,85.3,84.4,97.4,84.0,97.4,Science,Medical
Student 1261,88,83,81,80,81,88,83,81,80,81,88,83,81,80,81,88,83,81,80,81,88,83,81,80,81,88,83,81,80,81,88,83,81,80,81,88,83,81,80,81,88,83,81,80,81,88,83,81,80,81,83.4,83.5,83.9,83.5,83.7,83.9,Maths,Engineering
Student 1262,83,84,83,80,82,83,84,83,80,82,83,84,83,80,82,83,84,83,80,82,83,84,83,80,82,83,84,83,80,82,83,84,83,80,82,83,84,83,80,82,83,84,83,80,82,83,84,83,80,82,84.6,84.0,83.8,84.4,82.7,84.6,Tamil,BA
Student 1263,87,81,84,81,86,87,81,84,81,86,87,81,84,81,86,87,81,84,81,86,87,81,84,81,86,87,81,84,81,86,87,81,84,81,86,87,81,84,81,86,87,81,84,81,86,87,81,84,81,86,84.1,82.8,84.8,83.2,84.1,84.8,Maths,Engineering
Student 1264,86,82,83,83,80,86,82,83,83,80,86,82,83,83,80,86,82,83,83,80,86,82,83,83,80,86,82,83,83,80,86,82,83,83,80,86,82,83,83,80,86,82,83,83,80,86,82,83,83,80,83.8,85.0,84.6,82.5,82.2,85.0,English,Arts
Student 1265,84,86,92,84,80,84,86,92,84,80,84,86,92,84,80,84,86,92,84,80,84,86,92,84,80,84,86,92,84,80,84,86,92,84,80,84,86,92,84,80,84,86,92,84,80,84,86,92,84,80,84.8,84.3,91.3,83.4,84.4,91.3,Maths,Engineering
Student 1266,85,81,82,87,82,85,81,82,87,82,85,81,82,87,82,85,81,82,87,82,85,81,82,87,82,85,81,82,87,82,85,81,82,87,82,85,81,82,87,82,85,81,82,87,82,85,81,82,87,82,83.7,83.8,83.4,84.3,83.2,84.3,Science,Medical
Student 1267,88,80,83,85,88,88,80,83,85,88,88,80,83,85,88,88,80,83,85,88,88,80,83,85,88,88,80,83,85,88,88,80,83,85,88,88,80,83,85,88,88,80,83,85,88,88,80,83,85,88,83.7,83.3,84.3,83.8,84.4,84.4,Social,Commerce
Student 1268,82,88,86,85,81,82,88,86,85,81,82,88,86,85,81,82,88,86,85,81,82,88,86,85,81,82,88,86,85,81,82,88,86,85,81,82,88,86,85,81,82,88,86,85,81,82,88,86,85,81,83.7,84.5,83.5,85.6,84.5,85.6,Science,Medical
Student 1269,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,82.9,84.8,84.8,83.9,83.6,84.8,English,Arts
Student 1270,88,87,81,95,81,88,87,81,95,81,88,87,81,95,81,88,87,81,95,81,88,87,81,95,81,88,87,81,95,81,88,87,81,95,81,88,87,81,95,81,88,87,81,95,81,88,87,81,95,81,84.8,84.2,83.8,96.5,83.5,96.5,Science,Medical
Student 1271,80,83,83,83,87,80,83,83,83,87,80,83,83,83,87,80,83,83,83,87,80,83,83,83,87,80,83,83,83,87,80,83,83,83,87,80,83,83,83,87,80,83,83,83,87,80,83,83,83,87,83.0,84.5,84.1,83.6,85.0,85.0,Social,Commerce
Student 1272,87,85,88,83,85,87,85,88,83,85,87,85,88,83,85,87,85,88,83,85,87,85,88,83,85,87,85,88,83,85,87,85,88,83,85,87,85,88,83,85,87,85,88,83,85,87,85,88,83,85,83.2,83.7,84.3,86.3,83.8,86.3,Science,Medical
Student 1273,84,82,81,80,84,84,82,81,80,84,84,82,81,80,84,84,82,81,80,84,84,82,81,80,84,84,82,81,80,84,84,82,81,80,84,84,82,81,80,84,84,82,81,80,84,84,82,81,80,84,83.7,83.4,81.8,84.7,85.0,85.0,Social,Commerce
Student 1274,88,83,87,83,88,88,83,87,83,88,88,83,87,83,88,88,83,87,83,88,88,83,87,83,88,88,83,87,83,88,88,83,87,83,88,88,83,87,83,88,88,83,87,83,88,88,83,87,83,88,84.7,84.1,83.8,83.2,85.5,85.5,Social,Commerce
Student 1275,80,84,80,84,80,80,84,80,84,80,80,84,80,84,80,80,84,80,84,80,80,84,80,84,80,80,84,80,84,80,80,84,80,84,80,80,84,80,84,80,80,84,80,84,80,80,84,80,84,80,84.2,83.4,84.0,84.5,82.2,84.5,Science,Medical
Student 1276,85,83,92,85,84,85,83,92,85,84,85,83,92,85,84,85,83,92,85,84,85,83,92,85,84,85,83,92,85,84,85,83,92,85,84,85,83,92,85,84,85,83,92,85,84,85,83,92,85,84,83.7,82.1,91.0,83.1,83.6,91.0,Maths,Engineering
Student 1277,81,83,88,83,83,81,83,88,83,83,81,83,88,83,83,81,83,88,83,83,81,83,88,83,83,81,83,88,83,83,81,83,88,83,83,81,83,88,83,83,81,83,88,83,83,81,83,88,83,83,83.4,84.7,84.7,83.9,84.2,84.7,English,Arts
Student 1278,88,80,84,80,87,88,80,84,80,87,88,80,84,80,87,88,80,84,80,87,88,80,84,80,87,88,80,84,80,87,88,80,84,80,87,88,80,84,80,87,88,80,84,80,87,88,80,84,80,87,85.1,85.3,83.6,82.6,84.4,85.3,English,Arts
Student 1279,85,87,85,85,87,85,87,85,85,87,85,87,85,85,87,85,87,85,85,87,85,87,85,85,87,85,87,85,85,87,85,87,85,85,87,85,87,85,85,87,85,87,85,85,87,85,87,85,85,87,83.1,83.9,82.6,85.0,85.3,85.3,Social,Commerce
Student 1280,87,84,85,99,84,87,84,85,99,84,87,84,85,99,84,87,84,85,99,84,87,84,85,99,84,87,84,85,99,84,87,84,85,99,84,87,84,85,99,84,87,84,85,99,84,87,84,85,99,84,85.6,83.9,85.2,97.1,83.5,97.1,Science,Medical
Student 1281,84,82,84,88,82,84,82,84,88,82,84,82,84,88,82,84,82,84,88,82,84,82,84,88,82,84,82,84,88,82,84,82,84,88,82,84,82,84,88,82,84,82,84,88,82,84,82,84,88,82,83.4,83.8,83.7,84.6,83.4,84.6,Science,Medical
Student 1282,80,85,83,88,86,80,85,83,88,86,80,85,83,88,86,80,85,83,88,86,80,85,83,88,86,80,85,83,88,86,80,85,83,88,86,80,85,83,88,86,80,85,83,88,86,80,85,83,88,86,84.3,83.8,84.8,85.0,86.2,86.2,Social,Commerce
Student 1283,86,85,85,82,83,86,85,85,82,83,86,85,85,82,83,86,85,85,82,83,86,85,85,82,83,86,85,85,82,83,86,85,85,82,83,86,85,85,82,83,86,85,85,82,83,86,85,85,82,83,83.4,83.5,84.0,84.6,83.3,84.6,Science,Medical
Student 1284,82,81,82,85,80,82,81,82,85,80,82,81,82,85,80,82,81,82,85,80,82,81,82,85,80,82,81,82,85,80,82,81,82,85,80,82,81,82,85,80,82,81,82,85,80,82,81,82,85,80,84.5,83.6,85.1,84.9,84.9,85.1,Maths,Engineering
Student 1285,82,85,86,85,86,82,85,86,85,86,82,85,86,85,86,82,85,86,85,86,82,85,86,85,86,82,85,86,85,86,82,85,86,85,86,82,85,86,85,86,82,85,86,85,86,82,85,86,85,86,84.4,83.7,84.8,83.1,84.3,84.8,Maths,Engineering
Student 1286,81,87,85,87,85,81,87,85,87,85,81,87,85,87,85,81,87,85,87,85,81,87,85,87,85,81,87,85,87,85,81,87,85,87,85,81,87,85,87,85,81,87,85,87,85,81,87,85,87,85,84.6,83.4,84.9,84.6,84.4,84.9,Maths,Engineering
Student 1287,85,85,92,88,85,85,85,92,88,85,85,85,92,88,85,85,85,92,88,85,85,85,92,88,85,85,85,92,88,85,85,85,92,88,85,85,85,92,88,85,85,85,92,88,85,85,85,92,88,85,83.1,84.5,91.3,83.8,83.7,91.3,Maths,Engineering
Student 1288,81,86,81,82,88,81,86,81,82,88,81,86,81,82,88,81,86,81,82,88,81,86,81,82,88,81,86,81,82,88,81,86,81,82,88,81,86,81,82,88,81,86,81,82,88,81,86,81,82,88,82.7,84.4,83.3,83.3,84.2,84.4,English,Arts
Student 1289,80,83,83,86,80,80,83,83,86,80,80,83,83,86,80,80,83,83,86,80,80,83,83,86,80,80,83,83,86,80,80,83,83,86,80,80,83,83,86,80,80,83,83,86,80,80,83,83,86,80,84.1,83.4,82.3,85.4,83.9,85.4,Science,Medical
